product,issue,table,category,code,desc_c,desc_e
HKMDS,201912,,product,HKMDS,香港統計月刊,Hong Kong Monthly Digest of Statistics
HKMDS,201912,,issue,201912,期號：2019年12月,Issue : December 2019
HKMDS,201912,T1001,table,T1001,表10.1：進出香港的飛機、船隻、車輛及火車,"Table 10.1 : Inward and outward movements of aircraft, vessels, motor vehicles and trains"
HKMDS,201912,T1001,stat,M100101,進出香港的飛機[架次]、船隻[船次]、車輛[架次]及火車[班次],"Inward and outward movements of aircraft, vessels, motor vehicles and trains [numbers]"
HKMDS,201912,T1001,stat,M100102,進出香港的船隻[千淨噸位],Inward and outward movements of vessels [thousand NT]
HKMDS,201912,T1001,class1,transpor,運輸工具,Transportation
HKMDS,201912,T1001,class1_code,transpor_01,飛機 [架次],Aircraft [numbers]
HKMDS,201912,T1001,class1_code,transpor_02,遠洋輪船,Ocean vessels
HKMDS,201912,T1001,class1_code,transpor_0301,內河船隻 (註釋 1) - 來往珠江口岸 (澳門除外) 的客船,River vessels (note 1) - Passenger vessels to/from Pearl River ports (other than Macao)
HKMDS,201912,T1001,class1_code,transpor_0302,內河船隻 (註釋 1) - 來往澳門的客船,River vessels (note 1) - Passenger vessels to/from Macao
HKMDS,201912,T1001,class1_code,transpor_0303,內河船隻 (註釋 1) - 貨船,River vessels (note 1) - Cargo vessels
HKMDS,201912,T1001,class1_code,transpor_0401,車輛 [架次] (註釋 2) - 貨運車輛,Motor vehicles [numbers] (note 2) - Goods vehicles
HKMDS,201912,T1001,class1_code,transpor_0402,車輛 [架次] (註釋 2) - 客運車輛,Motor vehicles [numbers] (note 2) - Passenger vehicles
HKMDS,201912,T1001,class1_code,transpor_05,火車 - 客運火車 [班次] (註釋 3),Trains - Passenger trains [numbers] (note 3)
HKMDS,201912,T1001,class2,movement,抵港、離港,"Arrivals, Departures"
HKMDS,201912,T1001,class2_code,movement_01,抵港,Arrivals
HKMDS,201912,T1001,class2_code,movement_02,離港,Departures
HKMDS,201912,T1001,class2_code,movement_tt,總計,Total
HKMDS,201912,T1001,note_figure,(#),臨時數字,Provisional figures
HKMDS,201912,T1001,figure,N.A.,暫時沒有數字,Not yet available
HKMDS,201912,T1001,other_info,note_G1,NT = 淨噸位 (以前稱為淨註冊噸位),NT = Net tonnage (previous known as net registered tonnage (NRT))
