product,issue,table,stat,year,period,class1,class1_code,class2,class2_code,class3,class3_code,class4,class4_code,figure,note_figure
HKMDS,202010,T0901,M090101,2017,,,,,,,,,,431442,
HKMDS,202010,T0901,M090101,2018,,,,,,,,,,424620,
HKMDS,202010,T0901,M090101,2019,,,,,,,,,,441366,
HKMDS,202010,T0901,M090101,2019,05,,,,,,,,,437788,
HKMDS,202010,T0901,M090101,2019,06,,,,,,,,,445689,
HKMDS,202010,T0901,M090101,2019,07,,,,,,,,,448441,
HKMDS,202010,T0901,M090101,2019,08,,,,,,,,,432843,
HKMDS,202010,T0901,M090101,2019,09,,,,,,,,,438685,
HKMDS,202010,T0901,M090101,2019,10,,,,,,,,,440633,
HKMDS,202010,T0901,M090101,2019,11,,,,,,,,,434249,
HKMDS,202010,T0901,M090101,2019,12,,,,,,,,,441366,
HKMDS,202010,T0901,M090101,2020,01,,,,,,,,,445682,
HKMDS,202010,T0901,M090101,2020,02,,,,,,,,,445711,
HKMDS,202010,T0901,M090101,2020,03,,,,,,,,,437636,
HKMDS,202010,T0901,M090101,2020,04,,,,,,,,,441320,
HKMDS,202010,T0901,M090101,2020,05,,,,,,,,,442357,
HKMDS,202010,T0901,M090101,2020,06,,,,,,,,,445891,
HKMDS,202010,T0901,M090101,2020,07,,,,,,,,,449990,
HKMDS,202010,T0901,M090102,2017,,,,,,,,,,58200,
HKMDS,202010,T0901,M090102,2018,,,,,,,,,,56719,
HKMDS,202010,T0901,M090102,2019,,,,,,,,,,58686,
HKMDS,202010,T0901,M090102,2019,05,,,,,,,,,58341,
HKMDS,202010,T0901,M090102,2019,06,,,,,,,,,59367,
HKMDS,202010,T0901,M090102,2019,07,,,,,,,,,59715,
HKMDS,202010,T0901,M090102,2019,08,,,,,,,,,57621,
HKMDS,202010,T0901,M090102,2019,09,,,,,,,,,58382,
HKMDS,202010,T0901,M090102,2019,10,,,,,,,,,58623,
HKMDS,202010,T0901,M090102,2019,11,,,,,,,,,57757,
HKMDS,202010,T0901,M090102,2019,12,,,,,,,,,58686,
HKMDS,202010,T0901,M090102,2020,01,,,,,,,,,59275,(#)
HKMDS,202010,T0901,M090102,2020,02,,,,,,,,,59294,(#)
HKMDS,202010,T0901,M090102,2020,03,,,,,,,,,58235,(#)
HKMDS,202010,T0901,M090102,2020,04,,,,,,,,,58740,(#)
HKMDS,202010,T0901,M090102,2020,05,,,,,,,,,58894,(#)
HKMDS,202010,T0901,M090102,2020,06,,,,,,,,,59379,(#)
HKMDS,202010,T0901,M090102,2020,07,,,,,,,,,59925,(#)
HKMDS,202010,T0901,M090103,2017,,,,,,,,,,36.8,
HKMDS,202010,T0901,M090103,2018,,,,,,,,,,33,
HKMDS,202010,T0901,M090103,2019,,,,,,,,,,41.3,
HKMDS,202010,T0901,M090103,2019,05,,,,,,,,,36.8,
HKMDS,202010,T0901,M090103,2019,06,,,,,,,,,37.4,
HKMDS,202010,T0901,M090103,2019,07,,,,,,,,,38.3,
HKMDS,202010,T0901,M090103,2019,08,,,,,,,,,37.9,
HKMDS,202010,T0901,M090103,2019,09,,,,,,,,,39.2,
HKMDS,202010,T0901,M090103,2019,10,,,,,,,,,40.1,
HKMDS,202010,T0901,M090103,2019,11,,,,,,,,,40.2,
HKMDS,202010,T0901,M090103,2019,12,,,,,,,,,41.3,
HKMDS,202010,T0901,M090103,2020,01,,,,,,,,,41.2,(#)
HKMDS,202010,T0901,M090103,2020,02,,,,,,,,,41.7,(#)
HKMDS,202010,T0901,M090103,2020,03,,,,,,,,,41.9,(#)
HKMDS,202010,T0901,M090103,2020,04,,,,,,,,,42.9,(#)
HKMDS,202010,T0901,M090103,2020,05,,,,,,,,,44.1,(#)
HKMDS,202010,T0901,M090103,2020,06,,,,,,,,,45.6,(#)
HKMDS,202010,T0901,M090103,2020,07,,,,,,,,,46.2,(#)
HKMDS,202010,T0901,M090104,2017,,,,,,,,,,7.2,
HKMDS,202010,T0901,M090104,2018,,,,,,,,,,6.7,
HKMDS,202010,T0901,M090104,2019,,,,,,,,,,6.5,
HKMDS,202010,T0901,M090104,2019,05,,,,,,,,,6.8,
HKMDS,202010,T0901,M090104,2019,06,,,,,,,,,6.8,
HKMDS,202010,T0901,M090104,2019,07,,,,,,,,,6.9,
HKMDS,202010,T0901,M090104,2019,08,,,,,,,,,6.5,
HKMDS,202010,T0901,M090104,2019,09,,,,,,,,,6.7,
HKMDS,202010,T0901,M090104,2019,10,,,,,,,,,6.7,
HKMDS,202010,T0901,M090104,2019,11,,,,,,,,,6.5,
HKMDS,202010,T0901,M090104,2019,12,,,,,,,,,6.5,
HKMDS,202010,T0901,M090104,2020,01,,,,,,,,,6.2,
HKMDS,202010,T0901,M090104,2020,02,,,,,,,,,6.3,
HKMDS,202010,T0901,M090104,2020,03,,,,,,,,,6.3,
HKMDS,202010,T0901,M090104,2020,04,,,,,,,,,6.2,
HKMDS,202010,T0901,M090104,2020,05,,,,,,,,,6.3,
HKMDS,202010,T0901,M090104,2020,06,,,,,,,,,6.3,
HKMDS,202010,T0901,M090104,2020,07,,,,,,,,,6.3,
HKMDS,202010,T0902,M090201,2017-2018,,revenue,revenue_01,,,,,,,208729,
HKMDS,202010,T0902,M090201,2018-2019,,revenue,revenue_01,,,,,,,236353,
HKMDS,202010,T0902,M090201,2019-2020,,revenue,revenue_01,,,,,,,214119,
HKMDS,202010,T0902,M090201,2019, 4  -   6,revenue,revenue_01,,,,,,,16509,
HKMDS,202010,T0902,M090201,2019, 7  -   9,revenue,revenue_01,,,,,,,2515,
HKMDS,202010,T0902,M090201,2019,10  - 12,revenue,revenue_01,,,,,,,11613,
HKMDS,202010,T0902,M090201,2020, 1  -   3,revenue,revenue_01,,,,,,,183482,
HKMDS,202010,T0902,M090201,2020, 4  -   6,revenue,revenue_01,,,,,,,19351,
HKMDS,202010,T0902,M090201,2017-2018,,revenue,revenue_02,,,,,,,172790,
HKMDS,202010,T0902,M090201,2018-2019,,revenue,revenue_02,,,,,,,153907,
HKMDS,202010,T0902,M090201,2019-2020,,revenue,revenue_02,,,,,,,139234,
HKMDS,202010,T0902,M090201,2019, 4  -   6,revenue,revenue_02,,,,,,,41108,
HKMDS,202010,T0902,M090201,2019, 7  -   9,revenue,revenue_02,,,,,,,31655,
HKMDS,202010,T0902,M090201,2019,10  - 12,revenue,revenue_02,,,,,,,33459,
HKMDS,202010,T0902,M090201,2020, 1  -   3,revenue,revenue_02,,,,,,,33012,
HKMDS,202010,T0902,M090201,2020, 4  -   6,revenue,revenue_02,,,,,,,30740,
HKMDS,202010,T0902,M090201,2017-2018,,revenue,revenue_03,,,,,,,62812,
HKMDS,202010,T0902,M090201,2018-2019,,revenue,revenue_03,,,,,,,74689,
HKMDS,202010,T0902,M090201,2019-2020,,revenue,revenue_03,,,,,,,82985,
HKMDS,202010,T0902,M090201,2019, 4  -   6,revenue,revenue_03,,,,,,,9723,
HKMDS,202010,T0902,M090201,2019, 7  -   9,revenue,revenue_03,,,,,,,13405,
HKMDS,202010,T0902,M090201,2019,10  - 12,revenue,revenue_03,,,,,,,51951,
HKMDS,202010,T0902,M090201,2020, 1  -   3,revenue,revenue_03,,,,,,,7906,
HKMDS,202010,T0902,M090201,2020, 4  -   6,revenue,revenue_03,,,,,,,9421,
HKMDS,202010,T0902,M090201,2017-2018,,revenue,revenue_04,,,,,,,0,
HKMDS,202010,T0902,M090201,2018-2019,,revenue,revenue_04,,,,,,,80000,
HKMDS,202010,T0902,M090201,2019-2020,,revenue,revenue_04,,,,,,,55000,
HKMDS,202010,T0902,M090201,2019, 4  -   6,revenue,revenue_04,,,,,,,0,
HKMDS,202010,T0902,M090201,2019, 7  -   9,revenue,revenue_04,,,,,,,0,
