product,issue,table,category,code,desc_c,desc_e
HKMDS,202008,,product,HKMDS,香港統計月刊,Hong Kong Monthly Digest of Statistics
HKMDS,202008,,issue,202008,期號：2020年8月,Issue : August 2020
HKMDS,202008,T1001,table,T1001,表10.1：進出香港的飛機、船隻、車輛及火車,"Table 10.1 : Inward and outward movements of aircraft, vessels, motor vehicles and trains"
HKMDS,202008,T1001,stat,M100101,進出香港的飛機[架次]、船隻[船次]、車輛[架次]及火車[班次],"Inward and outward movements of aircraft, vessels, motor vehicles and trains [numbers]"
HKMDS,202008,T1001,stat,M100102,進出香港的船隻[千淨噸位],Inward and outward movements of vessels [thousand NT]
HKMDS,202008,T1001,class1,transpor,運輸工具,Transportation
HKMDS,202008,T1001,class1_code,transpor_01,飛機 [架次],Aircraft [numbers]
HKMDS,202008,T1001,class1_code,transpor_02,遠洋輪船,Ocean vessels
HKMDS,202008,T1001,class1_code,transpor_0301,內河船隻 (註釋 1) - 來往珠江口岸 (澳門除外) 的客船,River vessels (note 1) - Passenger vessels to/from Pearl River ports (other than Macao)
HKMDS,202008,T1001,class1_code,transpor_0302,內河船隻 (註釋 1) - 來往澳門的客船,River vessels (note 1) - Passenger vessels to/from Macao
HKMDS,202008,T1001,class1_code,transpor_0303,內河船隻 (註釋 1) - 貨船,River vessels (note 1) - Cargo vessels
HKMDS,202008,T1001,class1_code,transpor_0401,車輛 [架次] (註釋 2) - 貨運車輛,Motor vehicles [numbers] (note 2) - Goods vehicles
HKMDS,202008,T1001,class1_code,transpor_0402,車輛 [架次] (註釋 2) - 客運車輛,Motor vehicles [numbers] (note 2) - Passenger vehicles
HKMDS,202008,T1001,class1_code,transpor_05,火車 - 客運火車 [班次] (註釋 3),Trains - Passenger trains [numbers] (note 3)
HKMDS,202008,T1001,class2,movement,抵港、離港,"Arrivals, Departures"
HKMDS,202008,T1001,class2_code,movement_01,抵港,Arrivals
HKMDS,202008,T1001,class2_code,movement_02,離港,Departures
HKMDS,202008,T1001,class2_code,movement_tt,總計,Total
HKMDS,202008,T1001,note_figure,(#),臨時數字,Provisional figures
HKMDS,202008,T1001,figure,N.A.,暫時沒有數字,Not yet available
HKMDS,202008,T1001,other_info,note_G1,NT = 淨噸位,NT = Net tonnage
HKMDS,202008,T1001,other_info,note_G2,自2020年1月30日起，高鐵西九龍、紅磡、文錦渡、沙頭角、中國客運碼頭和屯門客運碼頭等管制站暫停提供客運通關服務。自2020年2月4日起，羅湖、落馬洲支線、落馬洲和港澳客輪碼頭等管制站暫停提供客運通關服務。自2020年2月5日下午起，啟德郵輪碼頭暫停提供客運通關服務。除包租快船轉駁服務之外，在海天客運碼頭來往香港國際機場與內地及澳門的定期快船轉駁服務經已暫停，直至另行通知。,"The passenger clearance services at the control points of Express Rail Link West Kowloon, Hung Hom, Man Kam To, Sha Tau Kok, China Ferry Terminal and Tuen Mun Ferry Terminal have been temporarily suspended starting from 30 January 2020.  The passenger clearance services at the control points of Lo Wu, Lok Ma Chau Spur Line, Lok Ma Chau and Macau Ferry Terminal have been temporarily suspended starting from 4 February 2020.  The passenger clearance services at Kai Tak Cruise Terminal have been temporarily suspended starting from PM of 5 February 2020.  Except for the chartered ferry transfer services, the scheduled ferry transfer services at SkyPier between Hong Kong International Airport (HKIA) and the Mainland China and Macao have been suspended until further notice."
HKMDS,202008,T1001,other_info,note_1,(註釋 1) 由於不能準確地統計本地領牌遊樂船和漁船來往香港及內河航限內的船次，故這兩類船隻沒有包括在內河船隻統計範圍內。由2017年開始，內河客船包括在內河航限行駛的郵船。,"(note 1) As accurate number of trips of locally licensed pleasure vessels and fishing vessels plying between Hong Kong and the river trade limits is not available, these two categories of vessels are not included in the river vessel statistics.  As from 2017, river passenger vessels include cruises plying within the river trade limits."
HKMDS,202008,T1001,other_info,note_2,(註釋 2) 港珠澳大橋於2018年10月24日開始通車營運。由2018年10月開始，數字亦包括使用港珠澳大橋的車輛。,(note 2) The Hong Kong-Zhuhai-Macao Bridge commenced operation on 24 October 2018.  Figures as from October 2018 also include those vehicles using the Hong Kong-Zhuhai-Macao Bridge.
